player_cards,other_cards,played_cards,wait_time,model_name
"(31, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(52, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(55, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(58, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(61, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(64, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(67, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(70, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(73, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(76, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(79, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(82, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(85, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(85, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(85, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(85, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(85, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(88, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(88, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(88, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(88, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(91, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(91, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(91, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(94, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(94, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(97, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
